framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
quarkus,java,resteasy reactive,vert.x,postgres,fullstack,6242594,512,416172.93,2.65,3.2,19.26,512,56,0.554,4.86,8.18,10.49,413425.83,541.73,461,0,0,0,732,83,3,7,785,885,0,0,37989.31355545412,Very High
symfony-workerman,php,workerman,none,postgres,fullstack,135320,16,9021.33,1.77,0.22479,6.57,16,16,1.75,1.87,2,2.63,8962.29,12.03,237,0,0,0,732,168,3,0,786,964,0,0,2163.388489208633,Very Low
symfony-workerman,php,workerman,none,postgres,fullstack,215192,32,14346.13,2.22,0.54783,9.98,32,32,2.06,2.61,2.89,4.12,14252.27,19.12,237,0,0,0,732,168,3,0,786,964,0,0,2351.8245901639343,Low
symfony-workerman,php,workerman,none,postgres,fullstack,344648,64,22976.53,2.49,1.07,17.65,64,56,2.17,2.84,3.23,7.69,22821.88,30.62,237,0,0,0,732,168,3,0,786,964,0,0,2281.6812313803375,Medium Low
symfony-workerman,php,workerman,none,postgres,fullstack,1072407,128,67025.44,1.57,0.5729299999999999,14.4,128,56,1.46,1.85,2.23,3.89,71018.67,95.29,237,0,0,0,732,168,3,0,786,964,0,0,8393.91859737007,Medium
symfony-workerman,php,workerman,none,postgres,fullstack,1632318,256,108821.2,2.08,0.88,13.61,256,56,1.91,2.43,3.05,5.47,108100.34,145.05,237,0,0,0,732,168,3,0,786,964,0,0,13871.408540471639,High
symfony-workerman,php,workerman,none,postgres,fullstack,1620326,512,108021.73,4.84,2.65,24.33,512,56,4.2,6.09,8.08,13.59,107468.81,144.2,237,0,0,0,732,168,3,0,786,964,0,0,7406.357901954063,Very High
otavia,scala,otavia,none,postgres,micro,175652,16,11710.13,1.36,0.21377000000000002,5.18,16,16,1.38,1.51,1.61,1.79,11633.78,15.19,71,0,0,0,732,24,3,1,782,817,0,0,3581.079510703364,Very Low
otavia,scala,otavia,none,postgres,micro,372305,32,24820.33,1.28,0.24545,5.2,32,32,1.29,1.45,1.58,1.82,24654.45,32.19,71,0,0,0,732,24,3,1,782,817,0,0,7660.5956790123455,Low
otavia,scala,otavia,none,postgres,micro,731510,64,48767.33,1.15,0.28569,7.22,64,56,1.14,1.33,1.49,1.8,48442.13,63.25,71,0,0,0,732,24,3,1,782,817,0,0,11652.886499402628,Medium Low
otavia,scala,otavia,none,postgres,micro,2876832,128,191788.8,0.58812,0.32877999999999996,5.38,128,56,0.498,0.792,1.03,1.53,190521.89,248.74,71,0,0,0,732,24,3,1,782,817,0,0,64271.09374476384,Medium
otavia,scala,otavia,none,postgres,micro,8032981,256,535532.07,0.42024,0.14899,4.07,256,56,0.389,0.46,0.573,0.94,531999.06,694.57,71,0,0,0,732,24,3,1,782,817,0,0,238531.60187428733,High
otavia,scala,otavia,none,postgres,micro,8447967,512,563197.8,0.9,0.2617,8.13,512,56,0.87,0.98,1.13,1.93,559491.73,730.46,71,0,0,0,732,24,3,1,782,817,0,0,124739.26910299003,Very High
proteus-mysql,java,undertow,none,mysql,micro,78776,16,5251.73,3.04,0.47437999999999997,14.26,16,16,3.09,3.37,3.54,3.78,5246.91,6.78,61,0,0,0,266,86,13,1,274,381,0,0,607.1364161849712,Very Low
proteus-mysql,java,undertow,none,mysql,micro,165400,32,11026.67,2.91,0.69817,29.01,32,32,2.95,3.25,3.51,3.93,10954.81,14.16,61,0,0,0,266,86,13,1,274,381,0,0,690.8941102756892,Low
proteus-mysql,java,undertow,none,mysql,micro,301849,64,20123.27,2.81,0.98,51.21,64,56,2.8,3.09,3.35,3.9,19989.47,25.83,61,0,0,0,266,86,13,1,274,381,0,0,745.0303591262497,Medium Low
proteus-mysql,java,undertow,none,mysql,micro,855156,128,57010.4,2.11,2.66,100.61,128,56,2.05,2.57,3.02,6.49,56631.56,73.18,61,0,0,0,266,86,13,1,274,381,0,0,1110.0155763239875,Medium
proteus-mysql,java,undertow,none,mysql,micro,2906372,256,193758.13,1.73,4.45,129.58,256,56,0.9,1.65,3,12.36,192479.71,248.73,61,0,0,0,266,86,13,1,274,381,0,0,2951.1557383291447,High
proteus-mysql,java,undertow,none,mysql,micro,3116184,512,194761.5,4.29,15.34,438.89,512,56,2.05,3.51,6.95,26.31,206373.37,266.68,61,0,0,0,266,86,13,1,274,381,0,0,878.9272981632746,Very High
treefrog-mysql,c++,none,none,mysql,fullstack,145126,16,9675.07,1.65,0.21011000000000002,2.78,16,16,1.66,1.79,1.9,2.09,9668.55,13.45,13,0,0,0,615,322,12,0,695,1037,0,0,4367.977426636569,Very Low
treefrog-mysql,c++,none,none,mysql,fullstack,310587,32,19411.69,1.54,0.26456999999999997,3.06,32,32,1.55,1.72,1.87,2.12,20569.31,28.62,13,0,0,0,615,322,12,0,695,1037,0,0,8439.865217391305,Low
treefrog-mysql,c++,none,none,mysql,fullstack,897510,64,59834,0.94,0.3872,37.18,64,56,0.93,1.06,1.2,1.49,59434.27,82.7,13,0,0,0,615,322,12,0,695,1037,0,0,3139.244491080797,Medium Low
treefrog-mysql,c++,none,none,mysql,fullstack,2225662,128,148377.47,0.75867,0.50706,50.32,128,56,0.738,0.92,1.07,1.36,147396.42,205.09,13,0,0,0,615,322,12,0,695,1037,0,0,5809.76247032274,Medium
treefrog-mysql,c++,none,none,mysql,fullstack,3166230,256,211082,1.09,1.24,92.2,256,56,1.02,1.26,1.51,2.05,209695.08,291.77,13,0,0,0,615,322,12,0,695,1037,0,0,4525.286740272269,High
treefrog-mysql,c++,none,none,mysql,fullstack,3133237,512,208882.47,2.97,9.76,458.86,512,56,2.35,2.84,3.38,5.73,207507.26,288.73,13,0,0,0,615,322,12,0,695,1037,0,0,904.5859731935994,Very High
cutelyst-pf-apg,c++,cutelystwsgi,none,postgres,fullstack,288249,16,18015.56,0.82975,0.16031,4.76,16,16,0.848,0.94,1.01,1.15,19089.2,25.16,295,0,0,0,615,175,2,1,681,865,0,0,6445.9269198085785,Very Low
cutelyst-pf-apg,c++,cutelystwsgi,none,postgres,fullstack,524897,32,34993.13,0.92,0.27608,6.06,32,32,0.89,1.01,1.18,1.98,34761.12,45.81,295,0,0,0,615,175,2,1,681,865,0,0,10026.684813753582,Low
cutelyst-pf-apg,c++,cutelystwsgi,none,postgres,fullstack,841996,64,56133.07,1,0.38256999999999997,8.23,64,56,0.91,1.13,1.53,2.25,55759.72,73.49,295,0,0,0,615,175,2,1,681,865,0,0,12163.178764897075,Medium Low
cutelyst-pf-apg,c++,cutelystwsgi,none,postgres,fullstack,1537129,128,102475.27,1.09,0.46475,14.66,128,56,0.98,1.32,1.71,2.64,101795.93,134.16,295,0,0,0,615,175,2,1,681,865,0,0,13012.7326984127,Medium
cutelyst-pf-apg,c++,cutelystwsgi,none,postgres,fullstack,2383361,256,158890.73,1.41,0.63002,16.26,256,56,1.29,1.78,2.26,3.28,157836.89,208.03,295,0,0,0,615,175,2,1,681,865,0,0,17984.236559139783,High
cutelyst-pf-apg,c++,cutelystwsgi,none,postgres,fullstack,2673682,512,178245.47,2.85,1.21,18.34,512,56,2.71,3.57,4.46,6.2,177076.67,233.38,295,0,0,0,615,175,2,1,681,865,0,0,16823.546012269937,Very High
jooby-jetty,java,jetty,none,postgres,fullstack,204192,16,13612.8,1.22,0.59075,9.52,16,16,1.14,1.3,1.46,4.65,13522.86,18.47,463,0,0,0,732,19,3,1,786,816,0,0,2534.9720670391066,Very Low
jooby-jetty,java,jetty,none,postgres,fullstack,548133,32,34258.31,0.88,0.20471,5.27,32,32,0.87,0.98,1.09,1.35,36300.28,49.57,463,0,0,0,732,19,3,1,786,816,0,0,11140.913821138212,Low
jooby-jetty,java,jetty,none,postgres,fullstack,1295770,64,86384.67,0.6474,0.21611000000000002,4.12,64,56,0.637,0.782,0.9,1.15,85814.01,117.19,463,0,0,0,732,19,3,1,786,816,0,0,36239.74073918698,Medium Low
jooby-jetty,java,jetty,none,postgres,fullstack,4307650,128,287176.67,0.39288999999999996,0.21325999999999998,3.74,128,56,0.365,0.476,0.678,1.07,285280.16,389.6,463,0,0,0,732,19,3,1,786,816,0,0,138971.35902479864,Medium
jooby-jetty,java,jetty,none,postgres,fullstack,6908104,256,460540.27,0.49497,0.23123,7.72,256,56,0.433,0.536,0.744,1.5,457491.21,624.78,463,0,0,0,732,19,3,1,786,816,0,0,112122.20373294121,High
jooby-jetty,java,jetty,none,postgres,fullstack,7048435,512,469895.67,1.11,0.54449,9.21,512,56,1,1.23,1.71,3.27,466804.92,637.5,463,0,0,0,732,19,3,1,786,816,0,0,91065.05232558138,Very High
ntex-db-neon,rust,none,ntex,postgres,micro,169960,16,11330.67,1.41,0.17336000000000001,5.19,16,16,1.42,1.52,1.61,1.77,11255.42,14.61,71,0,0,0,499,65,3,0,543,617,0,0,3433.536363636364,Very Low
ntex-db-neon,rust,none,ntex,postgres,micro,359124,32,23941.6,1.33,0.21316,4.94,32,32,1.34,1.47,1.6,1.81,23782.01,30.87,71,0,0,0,499,65,3,0,543,617,0,0,7636.874003189791,Low
ntex-db-neon,rust,none,ntex,postgres,micro,717234,64,47815.6,1.17,0.26222,5.26,64,56,1.16,1.34,1.5,1.79,47498.78,61.65,71,0,0,0,499,65,3,0,543,617,0,0,14872.659409020218,Medium Low
ntex-db-neon,rust,none,ntex,postgres,micro,8660944,128,541309,0.20376,0.13188,4.75,128,56,0.165,0.213,0.307,0.828,573593.72,744.5,71,0,0,0,499,65,3,0,543,617,0,0,218544.70139853365,Medium
ntex-db-neon,rust,none,ntex,postgres,micro,13460835,256,897389,0.24978,0.08211,7.54,256,56,0.238,0.284,0.34,0.465,891442.9,1157.12,71,0,0,0,499,65,3,0,543,617,0,0,230401.6288008134,High
ntex-db-neon,rust,none,ntex,postgres,micro,17947402,512,1196493.47,0.42310000000000003,0.14321,17.37,512,56,0.41,0.483,0.561,0.726,1188592.34,1546.24,71,0,0,0,499,65,3,0,543,617,0,0,134489.60214914771,Very High
httpz,zig,none,none,postgres,fullstack,157213,16,10480.87,1.52,0.35034,16.38,16,16,1.52,1.69,1.85,2.3,10412.94,13.34,522,0,0,0,499,77,3,1,513,600,0,0,1171.046927374302,Very Low
httpz,zig,none,none,postgres,fullstack,254580,32,16972,1.9,0.85,36.83,32,32,1.79,2.17,2.62,3.81,16860.38,21.59,522,0,0,0,499,77,3,1,513,600,0,0,876.4265427317325,Low
httpz,zig,none,none,postgres,fullstack,310116,64,20674.4,2.79,1.91,62.38,64,56,2.44,3.41,4.53,7.31,20536.24,26.3,522,0,0,0,499,77,3,1,513,600,0,0,634.475985883075,Medium Low
httpz,zig,none,none,postgres,fullstack,367187,128,24479.13,4.86,4.82,121.7,128,56,4.31,5.92,7.64,12.55,24314.38,31.14,522,0,0,0,499,77,3,1,513,600,0,0,386.83833754740834,Medium
httpz,zig,none,none,postgres,fullstack,370486,256,23155.38,9.7,8.53,178.89,256,56,8.9,12.02,16.33,30.45,24553.25,31.45,522,0,0,0,499,77,3,1,513,600,0,0,245.56317938384856,High
httpz,zig,none,none,postgres,fullstack,377983,512,25198.87,21.83,19.85,333.06,512,56,19.42,23.96,30.06,108.86,25032.64,32.06,522,0,0,0,499,77,3,1,513,600,0,0,142.00946772239286,Very High
grizzly-jersey,java,jax-rs,grizzly,mysql,micro,103054,16,6870.27,2.33,0.36049000000000003,10.46,16,16,2.32,2.51,2.69,3,6824.47,9.26,207,0,0,0,616,28,12,4,672,725,0,0,1074.3189992181392,Very Low
grizzly-jersey,java,jax-rs,grizzly,mysql,micro,198662,32,12416.38,2.42,0.5036499999999999,13.55,32,32,2.4,2.64,2.85,3.27,13156.53,17.85,207,0,0,0,616,28,12,4,672,725,0,0,1554.9630557294927,Low
grizzly-jersey,java,jax-rs,grizzly,mysql,micro,357713,64,23847.53,2.39,0.86,20.16,64,56,2.32,2.61,2.85,5.38,23688.45,32.15,207,0,0,0,616,28,12,4,672,725,0,0,2115.080266075388,Medium Low
grizzly-jersey,java,jax-rs,grizzly,mysql,micro,1786532,128,119102.13,1.18,1.72,25.31,128,56,0.86,1.05,1.35,11.41,118308.21,160.55,207,0,0,0,616,28,12,4,672,725,0,0,8992.233295583239,Medium
grizzly-jersey,java,jax-rs,grizzly,mysql,micro,2125335,256,141689,1.9,2.14,35.43,256,56,1.44,1.82,2.32,14.08,140752.37,191.01,207,0,0,0,616,28,12,4,672,725,0,0,7591.159924993303,High
grizzly-jersey,java,jax-rs,grizzly,mysql,micro,2138743,512,142582.87,5.15,17.82,503.16,512,56,3.05,4.48,6.35,22.55,141768.07,192.39,207,0,0,0,616,28,12,4,672,725,0,0,561.0075347720879,Very High
micronaut-data-jdbc-graalvm,java,netty,netty,postgres,fullstack,164419,16,10961.27,1.46,0.3137,12.06,16,16,1.46,1.59,1.72,1.94,10955.56,14.77,527,0,0,0,499,208,2,0,545,761,0,0,1621.489644970414,Very Low
micronaut-data-jdbc-graalvm,java,netty,netty,postgres,fullstack,300282,32,20018.8,1.73,2.38,65.43,32,32,1.59,1.76,1.91,2.3,19885.29,26.82,527,0,0,0,499,208,2,0,545,761,0,0,596.1524717093507,Low
micronaut-data-jdbc-graalvm,java,netty,netty,postgres,fullstack,515088,64,32193,1.82,2.71,73.77,64,56,1.61,1.83,2.01,8.14,34109.57,46,527,0,0,0,499,208,2,0,545,761,0,0,851.7793358909909,Medium Low
micronaut-data-jdbc-graalvm,java,netty,netty,postgres,fullstack,2296094,128,153072.93,1.6,4.82,74.24,128,56,0.634,0.85,1.19,21.84,152060.04,205.05,527,0,0,0,499,208,2,0,545,761,0,0,4036.733386075949,Medium
micronaut-data-jdbc-graalvm,java,netty,netty,postgres,fullstack,3051672,256,203444.8,2.42,5.56,57.12,256,56,0.93,1.22,5.23,34.75,202098.88,272.53,527,0,0,0,499,208,2,0,545,761,0,0,6833.886462882097,High
micronaut-data-jdbc-graalvm,java,netty,netty,postgres,fullstack,2889631,512,192642.07,4.47,7.17,60.65,512,56,2.04,3.51,10.87,43.27,191376.11,258.07,527,0,0,0,499,208,2,0,545,761,0,0,5916.525491400491,Very High
gearbox,go,none,none,postgres,platform,184126,16,12275.07,1.3,0.19916,3.98,16,16,1.3,1.42,1.53,1.75,12194.22,16.21,239,0,0,0,849,25,3,0,919,953,0,0,4649.647727272728,Very Low
gearbox,go,none,none,postgres,platform,376711,32,25114.07,1.27,0.25969,4.96,32,32,1.27,1.42,1.57,1.89,24945.5,33.16,239,0,0,0,849,25,3,0,919,953,0,0,8062.30176565008,Low
gearbox,go,none,none,postgres,platform,781855,64,52123.67,1.07,0.31085,4.35,64,56,1.06,1.25,1.43,1.9,51775.67,68.83,239,0,0,0,849,25,3,0,919,953,0,0,19233.826568265682,Medium Low
gearbox,go,none,none,postgres,platform,3640297,128,242686.47,0.46758,0.268,5.21,128,56,0.423,0.573,0.827,1.35,241072.74,320.49,239,0,0,0,849,25,3,0,919,953,0,0,85489.40569749787,Medium
gearbox,go,none,none,postgres,platform,6593475,256,439565,0.5978600000000001,0.5711799999999999,9.66,256,56,0.38,0.789,1.34,2.74,436678.06,580.53,239,0,0,0,849,25,3,0,919,953,0,0,85703.0608723457,High
gearbox,go,none,none,postgres,platform,6244215,512,416281,1.85,2.36,76.24,512,56,0.696,2.75,4.79,9.82,413515,549.74,239,0,0,0,849,25,3,0,919,953,0,0,10661.569983352541,Very High
slim-workerman,php,workerman,none,mysql,micro,112556,16,7503.73,2.14,0.51886,10.05,16,16,2.12,2.37,2.57,3.73,7497.62,16.6,13,0,0,0,732,182,12,0,786,987,0,0,1231.128794093519,Very Low
slim-workerman,php,workerman,none,mysql,micro,265173,32,17678.2,1.83,0.61875,10.11,32,32,1.78,2.06,2.35,4.56,17560.08,38.87,13,0,0,0,732,182,12,0,786,987,0,0,2961.172529313233,Low
slim-workerman,php,workerman,none,mysql,micro,633739,64,39608.69,1.38,0.73393,16.67,64,56,1.23,1.5,1.88,5.06,41966.2,92.89,13,0,0,0,732,182,12,0,786,987,0,0,4388.774515235456,Medium Low
slim-workerman,php,workerman,none,mysql,micro,1884801,128,125653.4,0.95,0.6489299999999999,16.28,128,56,0.819,1,1.29,4.64,124818.45,276.28,13,0,0,0,732,182,12,0,786,987,0,0,14585.42077771329,Medium
slim-workerman,php,workerman,none,mysql,micro,2164655,256,144310.33,1.68,1.24,20.73,256,56,1.35,1.88,2.76,7.42,143350.38,317.3,13,0,0,0,732,182,12,0,786,987,0,0,12879.101294065149,High
slim-workerman,php,workerman,none,mysql,micro,2181388,512,145425.87,3.96,3.47,69.69,512,56,2.99,4.73,7.39,18.73,144462.39,319.76,13,0,0,0,732,182,12,0,786,987,0,0,3949.107128309572,Very High
sinatra-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,109801,16,7320.07,2.18,0.52016,9.34,16,16,2.05,2.38,2.86,3.88,7314.35,10.49,83,0,0,0,732,46,3,1,785,841,0,0,1270.845486111111,Very Low
sinatra-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,189872,32,12658.13,2.54,0.84768,12.22,32,32,2.28,2.92,3.52,5.96,12644.26,18.14,83,0,0,0,732,46,3,1,785,841,0,0,1715.1937669376694,Low
sinatra-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,335204,64,22346.93,2.51,0.77932,9.26,64,56,2.26,2.94,3.53,5.16,22196.67,31.84,83,0,0,0,732,46,3,1,785,841,0,0,3797.269328802039,Medium Low
sinatra-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,527146,128,35143.07,3.2,1.33,10.98,128,56,2.98,3.74,5.14,7.37,34908.27,50.07,83,0,0,0,732,46,3,1,785,841,0,0,4956.709449929478,Medium
sinatra-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,550050,256,36670,6.14,2.53,16.78,256,56,5.71,8.33,9.61,11.84,36459.62,52.29,83,0,0,0,732,46,3,1,785,841,0,0,3199.8254799301917,High
sinatra-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,553590,512,36906,13.73,3.46,33.26,512,56,13.89,15.99,17.74,24.39,36681.07,52.61,83,0,0,0,732,46,3,1,785,841,0,0,1570.8022983613537,Very High
micronaut-graalvm,java,netty,netty,postgres,micro,169242,16,11282.8,1.42,0.37197,16.9,16,16,1.41,1.53,1.65,1.86,11207.36,15.11,127,0,0,0,732,200,2,0,783,991,0,0,1231.7467248908297,Very Low
micronaut-graalvm,java,netty,netty,postgres,micro,296741,32,19782.73,1.63,0.5224500000000001,14.93,32,32,1.63,1.78,1.91,2.17,19650.68,26.5,127,0,0,0,732,200,2,0,783,991,0,0,2389.218599033816,Low
micronaut-graalvm,java,netty,netty,postgres,micro,575881,64,35992.56,1.61,2.27,65.69,64,56,1.44,1.65,1.83,5.94,38134.26,51.42,127,0,0,0,732,200,2,0,783,991,0,0,1069.6154531946509,Medium Low
micronaut-graalvm,java,netty,netty,postgres,micro,2538631,128,169242.07,1.46,4.42,71.35,128,56,0.562,0.794,1.08,19.98,168113.32,226.7,127,0,0,0,732,200,2,0,783,991,0,0,4648.868836698256,Medium
micronaut-graalvm,java,netty,netty,postgres,micro,4150482,256,276698.8,1.54,3.95,52.3,256,56,0.701,1.01,1.59,21.64,274868.94,370.66,127,0,0,0,732,200,2,0,783,991,0,0,10278.558692421992,High
micronaut-graalvm,java,netty,netty,postgres,micro,4575533,512,305035.53,5.71,14.05,161.93,512,56,0.92,3.41,11.79,75.68,303034.5,408.64,127,0,0,0,732,200,2,0,783,991,0,0,3639.173586256264,Very High
fastapi-hypercorn,python,asyncio,hypercorn,postgres,micro,5358,16,357.2,44.88,2.22,46.26,16,16,44.99,45.01,45.05,46.02,354.83,0.468467,653,0,0,0,732,18,3,2,784,815,0,0,7.838490234803599,Very Low
fastapi-hypercorn,python,asyncio,hypercorn,postgres,micro,10701,32,713.4,44.93,2.21,56.96,32,32,44.99,45.03,45.13,46.05,708.69,0.94,653,0,0,0,732,18,3,2,784,815,0,0,14.003336931985475,Low
fastapi-hypercorn,python,asyncio,hypercorn,postgres,micro,18732,64,1248.8,44.9,2.23,48.07,64,56,44.99,45.03,45.9,46.09,1240.49,1.64,653,0,0,0,732,18,3,2,784,815,0,0,26.86457997203399,Medium Low
fastapi-hypercorn,python,asyncio,hypercorn,postgres,micro,37449,128,2496.6,44.84,2.29,57.17,128,56,44.99,45.09,45.99,47.01,2480.05,3.27,653,0,0,0,732,18,3,2,784,815,0,0,48.94814233898637,Medium
fastapi-hypercorn,python,asyncio,hypercorn,postgres,micro,75974,256,5064.93,44.42,2.27,58.1,256,56,44.13,45.01,45.92,47.09,5031.77,6.64,653,0,0,0,732,18,3,2,784,815,0,0,98.80862270776433,High
fastapi-hypercorn,python,asyncio,hypercorn,postgres,micro,173020,512,11534.67,43.91,2.02,58.83,512,56,43.97,44.23,45.01,46.13,11464.35,15.14,653,0,0,0,732,18,3,2,784,815,0,0,224.54097722406075,Very High
rack-sequel-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,165451,16,11030.07,1.45,0.28035000000000004,7.49,16,16,1.41,1.55,1.7,2.43,10956.69,16.19,153,0,0,0,499,39,3,4,544,597,0,0,2467.577181208054,Very Low
rack-sequel-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,376016,32,25067.73,1.27,0.24656,8.55,32,32,1.26,1.39,1.51,1.99,24900.24,36.78,153,0,0,0,499,39,3,4,544,597,0,0,5105.44399185336,Low
rack-sequel-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,772315,64,48269.69,1.09,0.22553,5.81,64,56,1.07,1.2,1.34,1.72,51142.86,75.55,153,0,0,0,499,39,3,4,544,597,0,0,13991.214492753623,Medium Low
rack-sequel-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,1110870,128,74058,1.51,0.35814,14.19,128,56,1.48,1.67,1.88,2.5,73561.47,108.67,153,0,0,0,499,39,3,4,544,597,0,0,9434.140127388535,Medium
rack-sequel-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,1097072,256,73138.13,3.07,0.37414,14.07,256,56,3.04,3.23,3.43,4.05,72656.29,107.33,153,0,0,0,499,39,3,4,544,597,0,0,8534.204200700116,High
rack-sequel-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,1084112,512,72274.13,7.01,0.54801,20.45,512,56,6.97,7.18,7.4,8.11,71798.84,106.06,153,0,0,0,499,39,3,4,544,597,0,0,5263.957028404953,Very High
apidaora,python,none,none,postgres,micro,93220,16,6214.67,2.57,0.41852,16.19,16,16,2.57,2.82,3.05,3.53,6207.62,8.17,575,0,0,0,732,79,3,1,785,874,0,0,662.544776119403,Very Low
apidaora,python,none,none,postgres,micro,161149,32,10743.27,2.97,0.62052,16.33,32,32,2.88,3.36,3.85,4.58,10671.75,14.04,575,0,0,0,732,79,3,1,785,874,0,0,1113.292227979275,Low
apidaora,python,none,none,postgres,micro,293028,64,19535.2,2.87,0.70572,19.41,64,56,2.76,3.22,3.73,5.16,19403.92,25.54,575,0,0,0,732,79,3,1,785,874,0,0,1753.6086175942548,Medium Low
apidaora,python,none,none,postgres,micro,881864,128,58790.93,1.9,0.5088,19.37,128,56,1.84,2.18,2.56,3.32,58395.91,76.85,575,0,0,0,732,79,3,1,785,874,0,0,5528.061118946873,Medium
apidaora,python,none,none,postgres,micro,1724512,256,114967.47,1.95,0.61602,12.78,256,56,1.89,2.33,2.78,3.6,114203.37,150.3,575,0,0,0,732,79,3,1,785,874,0,0,15609.975560081466,High
apidaora,python,none,none,postgres,micro,1941998,512,129466.53,3.9,0.82978,19.21,512,56,3.91,4.41,4.92,5.97,128759.25,169.46,575,0,0,0,732,79,3,1,785,874,0,0,11204.372998701861,Very High
spring-webflux,java,netty,none,postgres,fullstack,119512,16,7967.47,2,0.28076,6.97,16,16,2.01,2.18,2.33,2.65,7960.28,12.18,269,0,0,0,732,20,3,4,784,819,0,0,1776.470457079153,Very Low
spring-webflux,java,netty,none,postgres,fullstack,244654,32,16310.27,1.96,0.32839999999999997,7.91,32,32,1.95,2.15,2.33,2.73,16201.37,24.8,269,0,0,0,732,20,3,4,784,819,0,0,3305.0192502532927,Low
spring-webflux,java,netty,none,postgres,fullstack,709707,64,47313.8,1.18,0.29713999999999996,5.7,64,56,1.15,1.35,1.55,1.98,46998.6,71.94,269,0,0,0,732,20,3,4,784,819,0,0,13754.011627906975,Medium Low
spring-webflux,java,netty,none,postgres,fullstack,2032201,128,135480.07,0.82482,0.26094,4.33,128,56,0.809,0.97,1.14,1.51,134576.24,205.99,269,0,0,0,732,20,3,4,784,819,0,0,52564.42320003414,Medium
spring-webflux,java,netty,none,postgres,fullstack,3293414,256,219560.93,1.02,0.38074,6.13,256,56,0.95,1.2,1.47,2.4,218115.79,333.86,269,0,0,0,732,20,3,4,784,819,0,0,61415.64475524476,High
spring-webflux,java,netty,none,postgres,fullstack,3680215,512,245347.67,2.11,1.09,19,512,56,1.86,2.56,3.49,5.72,243723.83,373.06,269,0,0,0,732,20,3,4,784,819,0,0,23244.68687825675,Very High
duct-httpkit,clojure,ring,none,postgres,micro,75780,16,5052,3.16,0.41695,15.02,16,16,3.18,3.41,3.6,3.85,5046.72,6.56,35,0,0,0,615,94,3,6,652,769,0,0,555.7755775577558,Very Low
duct-httpkit,clojure,ring,none,postgres,micro,74309,32,4953.93,6.46,0.69157,21.49,32,32,6.51,6.84,7.06,7.4,4947.23,6.43,35,0,0,0,615,94,3,6,652,769,0,0,354.48515205724516,Low
duct-httpkit,clojure,ring,none,postgres,micro,75147,64,5009.8,11.18,0.7587999999999999,22.8,64,56,11.2,11.64,12.02,12.51,5003.27,6.5,35,0,0,0,615,94,3,6,652,769,0,0,294.8675691583284,Medium Low
duct-httpkit,clojure,ring,none,postgres,micro,75849,128,5056.6,22.15,1.9,31.69,128,56,22.63,23.65,24.13,24.73,5023.35,6.53,35,0,0,0,615,94,3,6,652,769,0,0,187.83803863298664,Medium
duct-httpkit,clojure,ring,none,postgres,micro,84480,256,5632,39.96,3.05,57.2,256,56,39.34,40.35,44.76,46.92,5594.61,7.27,35,0,0,0,615,94,3,6,652,769,0,0,115.9324825030877,High
duct-httpkit,clojure,ring,none,postgres,micro,79105,512,5273.67,95.67,8.6,113.92,512,56,97.29,101.53,103.7,107.63,5238.88,6.81,35,0,0,0,615,94,3,6,652,769,0,0,50.32367956486473,Very High
falcon-bjoern,python,wsgi,bjoern,postgres,micro,84660,16,5644,2.83,0.68824,9.89,16,16,2.69,2.9,3.33,5.27,5637.35,7.58,71,0,0,0,731,29,3,1,786,826,0,0,887.4213836477987,Very Low
